ID,INCIDENT_DATETIME,INITIAL_SEVERITY_LEVEL_CODE,FINAL_SEVERITY_LEVEL_CODE,FIRST_ASSIGNMENT_DATETIME,INCIDENT_RESPONSE_SECONDS_QY,BOROUGH
357495,4/21/2020 20:54,4,4,2020-04-21T20:55:27.000,439,MANHATTAN
357496,4/21/2020 20:54,4,4,2020-04-21T20:54:28.000,215,MANHATTAN
357502,4/21/2020 20:53,6,6,2020-04-21T20:53:49.000,317,MANHATTAN
357509,4/21/2020 20:50,4,4,2020-04-21T20:50:43.000,290,MANHATTAN
357525,4/21/2020 20:43,4,4,2020-04-21T20:44:02.000,264,MANHATTAN
357528,4/21/2020 20:43,6,6,2020-04-21T20:43:29.000,369,MANHATTAN
357533,4/21/2020 20:41,6,6,2020-04-21T20:42:12.000,318,MANHATTAN
357536,4/21/2020 20:40,5,5,2020-04-21T20:40:43.000,433,MANHATTAN
357538,4/21/2020 20:38,6,6,2020-04-21T20:38:37.000,490,MANHATTAN
357542,4/21/2020 20:37,5,5,2020-04-21T20:37:47.000,372,MANHATTAN
357546,4/21/2020 20:35,7,7,2020-04-21T20:37:25.000,619,MANHATTAN
357552,4/21/2020 20:32,6,6,2020-04-21T20:36:15.000,435,MANHATTAN
357553,4/21/2020 20:31,5,5,2020-04-21T20:31:35.000,255,MANHATTAN
357554,4/21/2020 20:30,7,7,2020-04-21T20:31:02.000,517,MANHATTAN
357563,4/21/2020 20:28,4,4,2020-04-21T20:28:20.000,436,MANHATTAN
357565,4/21/2020 20:27,4,6,2020-04-21T20:27:30.000,522,MANHATTAN
357569,4/21/2020 20:26,5,5,2020-04-21T20:27:13.000,219,MANHATTAN
357571,4/21/2020 20:26,6,6,2020-04-21T20:26:28.000,319,MANHATTAN
357572,4/21/2020 20:26,5,5,2020-04-21T20:26:51.000,281,MANHATTAN
357576,4/21/2020 20:23,4,4,2020-04-21T20:24:40.000,293,MANHATTAN
357585,4/21/2020 20:19,5,5,2020-04-21T20:20:07.000,509,MANHATTAN
357587,4/21/2020 20:19,6,6,2020-04-21T20:19:18.000,597,MANHATTAN
357600,4/21/2020 20:15,5,5,2020-04-21T20:15:12.000,268,MANHATTAN
357601,4/21/2020 20:14,4,4,2020-04-21T20:14:29.000,367,MANHATTAN
357606,4/21/2020 20:13,7,7,2020-04-21T20:14:20.000,422,MANHATTAN
357611,4/21/2020 20:11,4,4,2020-04-21T20:11:44.000,388,MANHATTAN
357613,4/21/2020 20:10,4,2,2020-04-21T20:11:08.000,364,MANHATTAN
357615,4/21/2020 20:10,4,4,2020-04-21T20:10:57.000,678,MANHATTAN
357617,4/21/2020 20:09,7,7,2020-04-21T20:09:48.000,481,MANHATTAN
357619,4/21/2020 20:08,4,6,2020-04-21T20:09:17.000,123,MANHATTAN
357621,4/21/2020 20:07,6,6,2020-04-21T20:08:09.000,445,MANHATTAN
357625,4/21/2020 20:06,4,4,2020-04-21T20:06:43.000,205,MANHATTAN
357646,4/21/2020 19:55,4,1,2020-04-21T19:55:37.000,244,MANHATTAN
357658,4/21/2020 19:49,4,4,2020-04-21T19:56:34.000,1056,MANHATTAN
357660,4/21/2020 19:48,7,7,2020-04-21T19:51:21.000,654,MANHATTAN
357666,4/21/2020 19:46,5,5,2020-04-21T19:46:29.000,617,MANHATTAN
357667,4/21/2020 19:45,7,7,2020-04-21T19:45:23.000,763,MANHATTAN
357669,4/21/2020 19:43,4,4,2020-04-21T19:43:39.000,231,MANHATTAN
357677,4/21/2020 19:40,5,5,2020-04-21T19:40:51.000,641,MANHATTAN
357685,4/21/2020 19:38,5,5,2020-04-21T19:38:55.000,481,MANHATTAN
357700,4/21/2020 19:35,5,5,2020-04-21T19:35:48.000,509,MANHATTAN
357708,4/21/2020 19:32,4,4,2020-04-21T19:33:14.000,363,MANHATTAN
357711,4/21/2020 19:31,4,4,2020-04-21T19:32:01.000,296,MANHATTAN
357717,4/21/2020 19:29,6,7,2020-04-21T19:29:56.000,315,MANHATTAN
357719,4/21/2020 19:28,6,2,2020-04-21T19:30:17.000,259,MANHATTAN
357722,4/21/2020 19:26,6,6,2020-04-21T19:27:28.000,269,MANHATTAN
357725,4/21/2020 19:26,5,5,2020-04-21T19:26:19.000,135,MANHATTAN
357729,4/21/2020 19:25,6,6,2020-04-21T19:26:20.000,634,MANHATTAN
357736,4/21/2020 19:23,5,5,2020-04-21T19:24:08.000,491,MANHATTAN
357749,4/21/2020 19:21,6,5,2020-04-21T19:25:51.000,572,MANHATTAN
357750,4/21/2020 19:21,5,5,2020-04-21T19:22:22.000,220,MANHATTAN
357751,4/21/2020 19:21,7,3,2020-04-21T19:22:19.000,332,MANHATTAN
357762,4/21/2020 19:19,4,4,2020-04-21T19:19:22.000,311,MANHATTAN
357765,4/21/2020 19:18,6,6,2020-04-21T19:20:01.000,326,MANHATTAN
357795,4/21/2020 19:09,4,3,2020-04-21T19:09:38.000,364,MANHATTAN
357807,4/21/2020 19:04,4,4,2020-04-21T19:05:03.000,353,MANHATTAN
357809,4/21/2020 19:02,4,4,2020-04-21T19:03:09.000,246,MANHATTAN
357823,4/21/2020 18:54,6,6,2020-04-21T18:55:17.000,241,MANHATTAN
357829,4/21/2020 18:52,6,6,2020-04-21T18:53:20.000,625,MANHATTAN
357832,4/21/2020 18:51,7,7,2020-04-21T18:52:04.000,229,MANHATTAN
357835,4/21/2020 18:51,7,7,2020-04-21T18:52:05.000,587,MANHATTAN
357837,4/21/2020 18:50,6,6,2020-04-21T18:50:23.000,509,MANHATTAN
357846,4/21/2020 18:48,7,7,2020-04-21T18:48:10.000,264,MANHATTAN
357848,4/21/2020 18:46,6,6,2020-04-21T18:46:53.000,328,MANHATTAN
357873,4/21/2020 18:37,4,4,2020-04-21T18:37:56.000,488,MANHATTAN
357874,4/21/2020 18:37,6,6,2020-04-21T18:37:44.000,671,MANHATTAN
357879,4/21/2020 18:35,4,4,2020-04-21T18:36:26.000,317,MANHATTAN
357881,4/21/2020 18:35,4,4,2020-04-21T18:35:51.000,321,MANHATTAN
357889,4/21/2020 18:33,4,4,2020-04-21T18:34:53.000,450,MANHATTAN
357893,4/21/2020 18:30,4,4,2020-04-21T18:31:13.000,432,MANHATTAN
357901,4/21/2020 18:26,5,5,2020-04-21T18:27:05.000,343,MANHATTAN
357903,4/21/2020 18:25,5,5,2020-04-21T18:26:15.000,516,MANHATTAN
357908,4/21/2020 18:21,6,6,2020-04-21T18:41:24.000,1427,MANHATTAN
357913,4/21/2020 18:21,6,5,2020-04-21T18:23:32.000,485,MANHATTAN
357924,4/21/2020 18:17,4,4,2020-04-21T18:17:40.000,474,MANHATTAN
357928,4/21/2020 18:15,4,7,2020-04-21T18:16:25.000,305,MANHATTAN
357944,4/21/2020 18:09,6,6,2020-04-21T18:12:45.000,466,MANHATTAN
357945,4/21/2020 18:08,6,6,2020-04-21T18:08:58.000,369,MANHATTAN
357949,4/21/2020 18:07,7,7,2020-04-21T18:07:19.000,613,MANHATTAN
357950,4/21/2020 18:06,6,6,2020-04-21T18:07:11.000,311,MANHATTAN
357957,4/21/2020 18:05,5,5,2020-04-21T18:05:57.000,253,MANHATTAN
357963,4/21/2020 18:02,5,5,2020-04-21T18:02:59.000,602,MANHATTAN
357964,4/21/2020 18:02,6,6,2020-04-21T18:03:59.000,547,MANHATTAN
357968,4/21/2020 18:00,7,7,2020-04-21T18:00:48.000,732,MANHATTAN
357975,4/21/2020 17:59,6,6,2020-04-21T17:59:42.000,239,MANHATTAN
357977,4/21/2020 17:59,4,4,2020-04-21T17:59:17.000,365,MANHATTAN
357984,4/21/2020 17:57,5,5,2020-04-21T17:58:38.000,373,MANHATTAN
357997,4/21/2020 17:54,6,6,2020-04-21T17:57:02.000,516,MANHATTAN
358000,4/21/2020 17:53,4,2,2020-04-21T17:59:04.000,524,MANHATTAN
358003,4/21/2020 17:52,4,3,2020-04-21T17:52:31.000,401,MANHATTAN
358021,4/21/2020 17:48,4,4,2020-04-21T17:48:52.000,295,MANHATTAN
358023,4/21/2020 17:47,4,4,2020-04-21T17:48:13.000,337,MANHATTAN
358028,4/21/2020 17:47,7,7,2020-04-21T17:47:53.000,315,MANHATTAN
358054,4/21/2020 17:41,6,6,2020-04-21T17:41:21.000,342,MANHATTAN
358060,4/21/2020 17:37,4,4,2020-04-21T17:37:59.000,696,MANHATTAN
358086,4/21/2020 17:27,5,5,2020-04-21T17:27:55.000,240,MANHATTAN
358087,4/21/2020 17:27,6,6,2020-04-21T17:27:39.000,0,MANHATTAN
358096,4/21/2020 17:24,6,6,2020-04-21T17:24:41.000,350,MANHATTAN
358100,4/21/2020 17:23,5,5,2020-04-21T17:23:58.000,235,MANHATTAN
358102,4/21/2020 17:23,4,4,2020-04-21T17:23:48.000,368,MANHATTAN
358105,4/21/2020 17:22,4,4,2020-04-21T17:22:47.000,436,MANHATTAN
358118,4/21/2020 17:19,5,5,2020-04-21T17:20:24.000,268,MANHATTAN
358122,4/21/2020 17:17,4,4,2020-04-21T17:18:12.000,390,MANHATTAN
358127,4/21/2020 17:16,6,6,2020-04-21T17:16:26.000,594,MANHATTAN
358137,4/21/2020 17:11,5,5,2020-04-21T17:14:23.000,278,MANHATTAN
358138,4/21/2020 17:11,6,6,2020-04-21T17:12:02.000,455,MANHATTAN
358146,4/21/2020 17:09,4,4,2020-04-21T17:14:36.000,1144,MANHATTAN
358151,4/21/2020 17:07,4,4,2020-04-21T17:07:47.000,468,MANHATTAN
358153,4/21/2020 17:07,6,6,2020-04-21T17:07:44.000,701,MANHATTAN
358161,4/21/2020 17:04,5,7,2020-04-21T17:05:04.000,475,MANHATTAN
358166,4/21/2020 17:02,8,8,2020-04-21T17:03:04.000,384,MANHATTAN
358173,4/21/2020 17:00,5,5,2020-04-21T17:01:18.000,363,MANHATTAN
358189,4/21/2020 16:56,7,7,2020-04-21T16:56:14.000,491,MANHATTAN
358193,4/21/2020 16:55,5,5,2020-04-21T16:55:39.000,352,MANHATTAN
358197,4/21/2020 16:54,6,6,2020-04-21T16:56:42.000,455,MANHATTAN
358201,4/21/2020 16:52,7,7,2020-04-21T16:52:52.000,356,MANHATTAN
358205,4/21/2020 16:51,4,4,2020-04-21T16:51:25.000,218,MANHATTAN
358210,4/21/2020 16:50,7,7,2020-04-21T16:51:02.000,938,MANHATTAN
358211,4/21/2020 16:50,7,7,2020-04-21T16:50:16.000,0,MANHATTAN
358212,4/21/2020 16:50,4,4,2020-04-21T16:51:09.000,263,MANHATTAN
358218,4/21/2020 16:48,6,6,2020-04-21T16:51:40.000,823,MANHATTAN
358222,4/21/2020 16:47,7,7,2020-04-21T16:50:49.000,736,MANHATTAN
358229,4/21/2020 16:45,7,7,2020-04-21T16:46:33.000,1329,MANHATTAN
358234,4/21/2020 16:45,4,4,2020-04-21T16:45:18.000,445,MANHATTAN
358243,4/21/2020 16:44,6,2,2020-04-21T16:45:53.000,576,MANHATTAN
358246,4/21/2020 16:43,4,4,2020-04-21T16:43:26.000,498,MANHATTAN
358249,4/21/2020 16:41,7,7,2020-04-21T16:41:51.000,591,MANHATTAN
358257,4/21/2020 16:38,4,4,2020-04-21T16:40:50.000,597,MANHATTAN
358258,4/21/2020 16:37,6,6,2020-04-21T16:38:06.000,508,MANHATTAN
358266,4/21/2020 16:34,5,5,2020-04-21T16:35:03.000,257,MANHATTAN
358279,4/21/2020 16:29,6,6,2020-04-21T16:30:45.000,671,MANHATTAN
358282,4/21/2020 16:28,5,3,2020-04-21T16:29:07.000,202,MANHATTAN
358283,4/21/2020 16:28,4,4,2020-04-21T16:28:48.000,284,MANHATTAN
358287,4/21/2020 16:26,4,4,2020-04-21T16:26:36.000,278,MANHATTAN
358288,4/21/2020 16:26,4,4,2020-04-21T16:28:54.000,425,MANHATTAN
358289,4/21/2020 16:25,4,4,2020-04-21T16:26:12.000,382,MANHATTAN
358290,4/21/2020 16:24,6,6,2020-04-21T16:28:23.000,665,MANHATTAN
358293,4/21/2020 16:24,6,6,2020-04-21T16:24:40.000,308,MANHATTAN
358294,4/21/2020 16:24,4,4,2020-04-21T16:26:02.000,353,MANHATTAN
358297,4/21/2020 16:24,4,4,2020-04-21T16:26:29.000,559,MANHATTAN
358299,4/21/2020 16:23,4,3,2020-04-21T16:24:09.000,259,MANHATTAN
358311,4/21/2020 16:20,5,5,2020-04-21T16:20:38.000,224,MANHATTAN
358316,4/21/2020 16:19,7,4,2020-04-21T16:19:15.000,340,MANHATTAN
358319,4/21/2020 16:18,5,5,2020-04-21T16:18:55.000,1034,MANHATTAN
358322,4/21/2020 16:18,4,4,2020-04-21T16:18:10.000,607,MANHATTAN
358325,4/21/2020 16:17,6,6,2020-04-21T16:17:29.000,368,MANHATTAN
358329,4/21/2020 16:16,4,4,2020-04-21T16:17:12.000,364,MANHATTAN
358331,4/21/2020 16:16,4,4,2020-04-21T16:17:31.000,487,MANHATTAN
358334,4/21/2020 16:15,7,7,2020-04-21T16:16:55.000,821,MANHATTAN
358337,4/21/2020 16:15,5,5,2020-04-21T16:16:14.000,246,MANHATTAN
358338,4/21/2020 16:15,5,5,2020-04-21T16:15:23.000,423,MANHATTAN
358340,4/21/2020 16:14,5,3,2020-04-21T16:14:57.000,292,MANHATTAN
358347,4/21/2020 16:12,7,4,2020-04-21T16:12:39.000,396,MANHATTAN
358363,4/21/2020 16:07,4,4,2020-04-21T16:08:45.000,413,MANHATTAN
358366,4/21/2020 16:07,4,4,2020-04-21T16:07:37.000,406,MANHATTAN
358367,4/21/2020 16:06,4,4,2020-04-21T16:07:35.000,246,MANHATTAN
358370,4/21/2020 16:05,4,4,2020-04-21T16:05:51.000,283,MANHATTAN
358421,4/21/2020 15:52,7,7,2020-04-21T15:53:01.000,721,MANHATTAN
358425,4/21/2020 15:50,4,4,2020-04-21T15:51:05.000,353,MANHATTAN
358428,4/21/2020 15:49,6,6,2020-04-21T15:50:38.000,463,MANHATTAN
358432,4/21/2020 15:48,6,6,2020-04-21T15:49:06.000,424,MANHATTAN
358436,4/21/2020 15:48,6,6,2020-04-21T15:48:28.000,145,MANHATTAN
358441,4/21/2020 15:45,6,6,2020-04-21T15:48:27.000,249,MANHATTAN
358444,4/21/2020 15:45,7,7,2020-04-21T15:49:04.000,810,MANHATTAN
358451,4/21/2020 15:42,6,6,2020-04-21T15:42:29.000,0,MANHATTAN
358455,4/21/2020 15:41,6,4,2020-04-21T17:06:17.000,5566,MANHATTAN
358462,4/21/2020 15:38,7,7,2020-04-21T15:40:58.000,981,MANHATTAN
358464,4/21/2020 15:38,6,6,2020-04-21T15:40:37.000,921,MANHATTAN
358468,4/21/2020 15:37,6,3,2020-04-21T15:38:53.000,844,MANHATTAN
358475,4/21/2020 15:35,6,3,2020-04-21T15:35:14.000,379,MANHATTAN
358480,4/21/2020 15:33,6,6,2020-04-21T15:33:20.000,283,MANHATTAN
358487,4/21/2020 15:31,4,4,2020-04-21T15:34:22.000,612,MANHATTAN
358508,4/21/2020 15:26,4,4,2020-04-21T15:27:45.000,642,MANHATTAN
358516,4/21/2020 15:25,4,4,2020-04-21T15:26:29.000,608,MANHATTAN
358517,4/21/2020 15:24,4,4,2020-04-21T15:25:10.000,276,MANHATTAN
358521,4/21/2020 15:23,4,4,2020-04-21T15:26:59.000,530,MANHATTAN
358576,4/21/2020 15:04,4,4,2020-04-21T15:04:29.000,279,MANHATTAN
358591,4/21/2020 14:58,6,6,2020-04-21T14:59:16.000,294,MANHATTAN
358598,4/21/2020 14:56,6,6,2020-04-21T15:04:04.000,708,MANHATTAN
358607,4/21/2020 14:52,6,6,2020-04-21T14:52:46.000,377,MANHATTAN
358609,4/21/2020 14:52,6,6,2020-04-21T14:52:13.000,312,MANHATTAN
358611,4/21/2020 14:51,6,2,2020-04-21T14:51:22.000,348,MANHATTAN
358643,4/21/2020 14:39,4,4,2020-04-21T14:40:07.000,353,MANHATTAN
358650,4/21/2020 14:35,7,7,2020-04-21T14:36:59.000,846,MANHATTAN
358675,4/21/2020 14:27,4,4,2020-04-21T14:28:04.000,417,MANHATTAN
358686,4/21/2020 14:25,6,6,2020-04-21T14:26:03.000,448,MANHATTAN
358712,4/21/2020 14:16,6,6,2020-04-21T14:16:22.000,288,MANHATTAN
358726,4/21/2020 14:11,5,5,2020-04-21T14:11:53.000,634,MANHATTAN
358727,4/21/2020 14:10,4,4,2020-04-21T14:14:05.000,566,MANHATTAN
358746,4/21/2020 14:02,6,6,2020-04-21T14:10:46.000,831,MANHATTAN
358754,4/21/2020 14:01,6,6,2020-04-21T14:01:53.000,222,MANHATTAN
358757,4/21/2020 14:00,6,6,2020-04-21T14:01:03.000,594,MANHATTAN
358766,4/21/2020 13:58,5,5,2020-04-21T13:58:53.000,216,MANHATTAN
358774,4/21/2020 13:55,4,4,2020-04-21T13:55:47.000,1155,MANHATTAN
358779,4/21/2020 13:54,7,7,2020-04-21T13:54:40.000,341,MANHATTAN
358786,4/21/2020 13:52,4,4,2020-04-21T13:52:40.000,587,MANHATTAN
358804,4/21/2020 13:49,6,6,2020-04-21T13:50:11.000,581,MANHATTAN
358816,4/21/2020 13:46,7,7,2020-04-21T13:46:36.000,400,MANHATTAN
358827,4/21/2020 13:43,4,4,2020-04-21T13:43:50.000,428,MANHATTAN
358829,4/21/2020 13:42,6,6,2020-04-21T13:42:56.000,669,MANHATTAN
358832,4/21/2020 13:41,5,5,2020-04-21T13:41:15.000,338,MANHATTAN
358837,4/21/2020 13:39,5,5,2020-04-21T13:39:57.000,404,MANHATTAN
358845,4/21/2020 13:34,6,6,2020-04-21T13:34:51.000,284,MANHATTAN
358848,4/21/2020 13:33,7,7,2020-04-21T13:33:44.000,493,MANHATTAN
358850,4/21/2020 13:32,6,6,2020-04-21T13:33:10.000,551,MANHATTAN
358856,4/21/2020 13:30,4,4,2020-04-21T13:31:49.000,1265,MANHATTAN
358876,4/21/2020 13:24,4,4,2020-04-21T13:24:59.000,381,MANHATTAN
358877,4/21/2020 13:24,7,7,2020-04-21T13:25:28.000,741,MANHATTAN
358878,4/21/2020 13:24,5,3,2020-04-21T13:25:02.000,356,MANHATTAN
358879,4/21/2020 13:24,5,3,2020-04-21T13:25:23.000,685,MANHATTAN
358880,4/21/2020 13:24,5,5,2020-04-21T13:24:34.000,338,MANHATTAN
358889,4/21/2020 13:20,7,7,2020-04-21T13:21:28.000,317,MANHATTAN
358890,4/21/2020 13:20,6,6,2020-04-21T13:20:32.000,291,MANHATTAN
358899,4/21/2020 13:17,4,4,2020-04-21T13:18:04.000,523,MANHATTAN
358903,4/21/2020 13:17,4,4,2020-04-21T13:21:28.000,1018,MANHATTAN
358925,4/21/2020 13:08,4,4,2020-04-21T13:08:21.000,366,MANHATTAN
358931,4/21/2020 13:05,5,5,2020-04-21T13:05:29.000,231,MANHATTAN
358940,4/21/2020 13:01,6,6,2020-04-21T13:02:37.000,1017,MANHATTAN
358942,4/21/2020 13:00,5,5,2020-04-21T13:01:36.000,634,MANHATTAN
358948,4/21/2020 12:59,7,7,2020-04-21T13:00:03.000,1126,MANHATTAN
358954,4/21/2020 12:57,5,5,2020-04-21T12:58:24.000,358,MANHATTAN
358988,4/21/2020 12:46,4,4,2020-04-21T12:46:46.000,501,MANHATTAN
358990,4/21/2020 12:45,7,7,2020-04-21T12:46:04.000,391,MANHATTAN
358998,4/21/2020 12:43,7,7,2020-04-21T12:44:32.000,685,MANHATTAN
359037,4/21/2020 12:30,4,4,2020-04-21T12:30:20.000,203,MANHATTAN
359039,4/21/2020 12:29,4,4,2020-04-21T12:29:57.000,253,MANHATTAN
359046,4/21/2020 12:28,4,4,2020-04-21T12:28:23.000,431,MANHATTAN
359049,4/21/2020 12:27,5,5,2020-04-21T12:27:45.000,653,MANHATTAN
359051,4/21/2020 12:26,6,6,2020-04-21T12:26:38.000,664,MANHATTAN
359055,4/21/2020 12:26,7,7,2020-04-21T12:26:20.000,637,MANHATTAN
359087,4/21/2020 12:17,7,7,2020-04-21T12:17:22.000,404,MANHATTAN
359094,4/21/2020 12:13,6,6,2020-04-21T12:15:05.000,633,MANHATTAN
359129,4/21/2020 12:05,5,5,2020-04-21T12:05:51.000,559,MANHATTAN
359130,4/21/2020 12:05,4,4,2020-04-21T12:05:20.000,236,MANHATTAN
359140,4/21/2020 12:02,5,5,2020-04-21T12:03:10.000,292,MANHATTAN
359149,4/21/2020 11:58,5,5,2020-04-21T11:59:17.000,299,MANHATTAN
359164,4/21/2020 11:55,5,5,2020-04-21T11:55:27.000,312,MANHATTAN
359173,4/21/2020 11:51,7,7,2020-04-21T11:51:43.000,225,MANHATTAN
359175,4/21/2020 11:49,5,5,2020-04-21T11:50:20.000,296,MANHATTAN
359184,4/21/2020 11:47,4,6,2020-04-21T11:48:03.000,394,MANHATTAN
359185,4/21/2020 11:47,7,7,2020-04-21T11:47:41.000,415,MANHATTAN
359196,4/21/2020 11:44,7,4,2020-04-21T11:47:09.000,328,MANHATTAN
359198,4/21/2020 11:43,5,5,2020-04-21T11:44:14.000,379,MANHATTAN
359200,4/21/2020 11:43,4,4,2020-04-21T11:43:48.000,519,MANHATTAN
359201,4/21/2020 11:43,4,4,2020-04-21T11:43:17.000,393,MANHATTAN
359207,4/21/2020 11:39,4,4,2020-04-21T11:45:39.000,660,MANHATTAN
359218,4/21/2020 11:35,4,4,2020-04-21T11:35:26.000,647,MANHATTAN
359228,4/21/2020 11:32,7,7,2020-04-21T11:33:12.000,927,MANHATTAN
359244,4/21/2020 11:28,4,2,2020-04-21T11:28:37.000,351,MANHATTAN
359246,4/21/2020 11:28,5,5,2020-04-21T11:28:17.000,302,MANHATTAN
359254,4/21/2020 11:26,5,5,2020-04-21T11:26:45.000,906,MANHATTAN
359259,4/21/2020 11:24,5,5,2020-04-21T11:24:29.000,459,MANHATTAN
359264,4/21/2020 11:22,4,4,2020-04-21T11:22:53.000,113,MANHATTAN
359268,4/21/2020 11:21,4,4,2020-04-21T11:21:28.000,293,MANHATTAN
359272,4/21/2020 11:19,6,6,2020-04-21T11:22:08.000,453,MANHATTAN
