ID,INCIDENT_DATETIME,INITIAL_SEVERITY_LEVEL_CODE,FINAL_SEVERITY_LEVEL_CODE,FIRST_ASSIGNMENT_DATETIME,INCIDENT_RESPONSE_SECONDS_QY,BOROUGH
357264,4/21/2020 22:30,5,5,2020-04-21T22:30:49.000,224,BROOKLYN
357278,4/21/2020 22:22,5,5,2020-04-21T22:22:41.000,409,BROOKLYN
357292,4/21/2020 22:17,7,7,2020-04-21T22:17:44.000,574,BROOKLYN
357294,4/21/2020 22:15,4,4,2020-04-21T22:15:38.000,245,BROOKLYN
357308,4/21/2020 22:07,5,5,2020-04-21T22:07:45.000,257,BROOKLYN
357314,4/21/2020 22:04,4,3,2020-04-21T22:05:35.000,585,BROOKLYN
357337,4/21/2020 21:52,7,7,2020-04-21T21:52:34.000,218,BROOKLYN
357338,4/21/2020 21:52,7,7,2020-04-21T21:54:09.000,538,BROOKLYN
357347,4/21/2020 21:47,5,5,2020-04-21T21:47:44.000,457,BROOKLYN
357368,4/21/2020 21:39,4,4,2020-04-21T21:40:12.000,668,BROOKLYN
357370,4/21/2020 21:38,6,6,2020-04-21T21:40:57.000,696,BROOKLYN
357379,4/21/2020 21:36,5,5,2020-04-21T21:36:39.000,400,BROOKLYN
357385,4/21/2020 21:34,5,5,2020-04-21T21:34:37.000,203,BROOKLYN
357392,4/21/2020 21:30,5,5,2020-04-21T21:31:37.000,215,BROOKLYN
357403,4/21/2020 21:28,4,4,2020-04-21T21:28:19.000,268,BROOKLYN
357410,4/21/2020 21:25,4,4,2020-04-21T21:25:16.000,0,BROOKLYN
357412,4/21/2020 21:24,7,7,2020-04-21T21:25:23.000,429,BROOKLYN
357415,4/21/2020 21:22,6,6,2020-04-21T21:22:50.000,491,BROOKLYN
357417,4/21/2020 21:22,7,3,2020-04-21T21:24:16.000,357,BROOKLYN
357418,4/21/2020 21:22,6,2,2020-04-21T21:23:32.000,612,BROOKLYN
357428,4/21/2020 21:18,5,5,2020-04-21T21:19:18.000,310,BROOKLYN
357429,4/21/2020 21:18,7,7,2020-04-21T21:19:09.000,658,BROOKLYN
357433,4/21/2020 21:17,4,4,2020-04-21T21:18:13.000,342,BROOKLYN
357435,4/21/2020 21:17,5,5,2020-04-21T21:17:59.000,458,BROOKLYN
357443,4/21/2020 21:15,7,7,2020-04-21T21:15:25.000,1368,BROOKLYN
357444,4/21/2020 21:15,6,6,2020-04-21T21:15:13.000,278,BROOKLYN
357458,4/21/2020 21:10,4,4,2020-04-21T21:10:33.000,332,BROOKLYN
357460,4/21/2020 21:09,6,6,2020-04-21T21:14:08.000,900,BROOKLYN
357462,4/21/2020 21:09,6,6,2020-04-21T21:09:25.000,409,BROOKLYN
357463,4/21/2020 21:08,6,3,2020-04-21T21:11:51.000,561,BROOKLYN
357467,4/21/2020 21:07,7,7,2020-04-21T21:07:56.000,327,BROOKLYN
357475,4/21/2020 21:02,4,4,2020-04-21T21:05:07.000,526,BROOKLYN
357477,4/21/2020 21:02,5,5,2020-04-21T21:03:00.000,442,BROOKLYN
357481,4/21/2020 20:59,4,4,2020-04-21T21:00:15.000,335,BROOKLYN
357493,4/21/2020 20:55,7,7,2020-04-21T20:56:02.000,464,BROOKLYN
357501,4/21/2020 20:53,5,5,2020-04-21T20:53:50.000,122,BROOKLYN
357504,4/21/2020 20:51,4,4,2020-04-21T20:52:03.000,147,BROOKLYN
357512,4/21/2020 20:50,4,4,2020-04-21T20:50:24.000,510,BROOKLYN
357515,4/21/2020 20:48,6,6,2020-04-21T20:48:37.000,209,BROOKLYN
357530,4/21/2020 20:42,4,5,2020-04-21T20:42:52.000,191,BROOKLYN
357539,4/21/2020 20:38,7,7,2020-04-21T20:38:31.000,632,BROOKLYN
357560,4/21/2020 20:29,6,6,2020-04-21T20:29:40.000,654,BROOKLYN
357564,4/21/2020 20:27,6,6,2020-04-21T20:28:05.000,282,BROOKLYN
357578,4/21/2020 20:23,6,6,2020-04-21T20:24:33.000,262,BROOKLYN
357582,4/21/2020 20:20,5,5,2020-04-21T20:20:50.000,181,BROOKLYN
357597,4/21/2020 20:16,5,5,2020-04-21T20:16:43.000,445,BROOKLYN
357609,4/21/2020 20:12,4,4,2020-04-21T20:12:18.000,329,BROOKLYN
357610,4/21/2020 20:11,6,6,2020-04-21T20:30:11.000,1366,BROOKLYN
357629,4/21/2020 20:04,5,5,2020-04-21T20:05:05.000,394,BROOKLYN
357630,4/21/2020 20:04,4,4,2020-04-21T20:04:57.000,507,BROOKLYN
357631,4/21/2020 20:04,4,4,2020-04-21T20:04:33.000,437,BROOKLYN
357634,4/21/2020 20:03,6,6,2020-04-21T20:03:38.000,538,BROOKLYN
357636,4/21/2020 20:00,6,6,2020-04-21T20:01:01.000,655,BROOKLYN
357639,4/21/2020 19:57,4,4,2020-04-21T19:57:42.000,182,BROOKLYN
357640,4/21/2020 19:57,6,6,2020-04-21T19:57:15.000,254,BROOKLYN
357643,4/21/2020 19:56,7,7,2020-04-21T19:57:48.000,466,BROOKLYN
357645,4/21/2020 19:55,5,5,2020-04-21T19:55:55.000,406,BROOKLYN
357654,4/21/2020 19:50,4,4,2020-04-21T19:51:07.000,246,BROOKLYN
357656,4/21/2020 19:50,4,5,2020-04-21T19:50:56.000,451,BROOKLYN
357659,4/21/2020 19:48,4,4,2020-04-21T19:49:03.000,458,BROOKLYN
357684,4/21/2020 19:38,4,4,2020-04-21T19:39:10.000,170,BROOKLYN
357687,4/21/2020 19:38,5,3,2020-04-21T19:38:47.000,210,BROOKLYN
357693,4/21/2020 19:37,5,5,2020-04-21T19:38:51.000,409,BROOKLYN
357699,4/21/2020 19:36,4,4,2020-04-21T19:36:23.000,549,BROOKLYN
357701,4/21/2020 19:35,7,7,2020-04-21T19:36:22.000,175,BROOKLYN
357702,4/21/2020 19:35,4,3,2020-04-21T19:35:10.000,409,BROOKLYN
357706,4/21/2020 19:33,7,7,2020-04-21T19:33:53.000,353,BROOKLYN
357720,4/21/2020 19:28,4,4,2020-04-21T19:29:01.000,421,BROOKLYN
357721,4/21/2020 19:28,4,3,2020-04-21T19:28:48.000,185,BROOKLYN
357730,4/21/2020 19:24,7,7,2020-04-21T19:25:19.000,232,BROOKLYN
357731,4/21/2020 19:24,6,6,2020-04-21T19:24:43.000,294,BROOKLYN
357734,4/21/2020 19:23,4,4,2020-04-21T19:24:33.000,1467,BROOKLYN
357742,4/21/2020 19:22,7,7,2020-04-21T19:23:38.000,81,BROOKLYN
357760,4/21/2020 19:19,6,6,2020-04-21T19:20:15.000,275,BROOKLYN
357764,4/21/2020 19:18,5,5,2020-04-21T19:19:17.000,224,BROOKLYN
357769,4/21/2020 19:17,6,6,2020-04-21T19:17:55.000,865,BROOKLYN
357773,4/21/2020 19:15,6,6,2020-04-21T19:15:37.000,503,BROOKLYN
357775,4/21/2020 19:14,4,4,2020-04-21T19:14:46.000,129,BROOKLYN
357781,4/21/2020 19:12,7,7,2020-04-21T19:12:34.000,327,BROOKLYN
357790,4/21/2020 19:10,4,2,2020-04-21T19:11:07.000,452,BROOKLYN
357806,4/21/2020 19:05,7,7,2020-04-21T19:05:54.000,510,BROOKLYN
357811,4/21/2020 19:02,5,5,2020-04-21T19:03:00.000,315,BROOKLYN
357813,4/21/2020 19:01,4,4,2020-04-21T19:02:24.000,344,BROOKLYN
357814,4/21/2020 19:01,4,2,2020-04-21T19:02:04.000,384,BROOKLYN
357818,4/21/2020 18:57,4,2,2020-04-21T18:58:42.000,227,BROOKLYN
357819,4/21/2020 18:56,4,4,2020-04-21T18:59:01.000,496,BROOKLYN
357822,4/21/2020 18:54,7,7,2020-04-21T18:55:30.000,149,BROOKLYN
357826,4/21/2020 18:53,5,5,2020-04-21T18:55:14.000,426,BROOKLYN
357849,4/21/2020 18:46,4,4,2020-04-21T18:47:52.000,258,BROOKLYN
357856,4/21/2020 18:43,5,5,2020-04-21T18:44:11.000,247,BROOKLYN
357860,4/21/2020 18:43,4,4,2020-04-21T18:44:25.000,319,BROOKLYN
357863,4/21/2020 18:42,6,6,2020-04-21T18:43:08.000,502,BROOKLYN
357870,4/21/2020 18:39,5,5,2020-04-21T18:40:24.000,417,BROOKLYN
357875,4/21/2020 18:37,4,4,2020-04-21T18:37:27.000,245,BROOKLYN
357884,4/21/2020 18:34,4,3,2020-04-21T18:35:04.000,348,BROOKLYN
357885,4/21/2020 18:34,6,5,2020-04-21T18:35:31.000,512,BROOKLYN
357886,4/21/2020 18:34,7,7,2020-04-21T18:34:35.000,373,BROOKLYN
357890,4/21/2020 18:33,5,5,2020-04-21T18:33:44.000,674,BROOKLYN
357894,4/21/2020 18:30,6,6,2020-04-21T18:30:39.000,643,BROOKLYN
357899,4/21/2020 18:28,4,4,2020-04-21T18:28:27.000,343,BROOKLYN
357904,4/21/2020 18:25,5,5,2020-04-21T18:25:23.000,196,BROOKLYN
357911,4/21/2020 18:21,5,5,2020-04-21T18:21:47.000,901,BROOKLYN
357918,4/21/2020 18:19,4,4,2020-04-21T18:20:23.000,624,BROOKLYN
357923,4/21/2020 18:17,4,4,2020-04-21T18:17:40.000,409,BROOKLYN
357927,4/21/2020 18:16,4,4,2020-04-21T18:17:28.000,352,BROOKLYN
357940,4/21/2020 18:10,4,4,2020-04-21T18:12:25.000,375,BROOKLYN
357942,4/21/2020 18:10,5,5,2020-04-21T18:10:15.000,46,BROOKLYN
357955,4/21/2020 18:06,4,4,2020-04-21T18:06:12.000,240,BROOKLYN
357956,4/21/2020 18:05,4,4,2020-04-21T18:06:18.000,355,BROOKLYN
357959,4/21/2020 18:04,5,5,2020-04-21T18:05:48.000,352,BROOKLYN
357962,4/21/2020 18:02,7,5,2020-04-21T18:03:03.000,453,BROOKLYN
357967,4/21/2020 18:00,6,6,2020-04-21T18:01:47.000,479,BROOKLYN
357979,4/21/2020 17:58,4,4,2020-04-21T17:59:18.000,280,BROOKLYN
357983,4/21/2020 17:58,7,7,2020-04-21T17:58:26.000,480,BROOKLYN
357985,4/21/2020 17:57,7,7,2020-04-21T17:58:16.000,543,BROOKLYN
357989,4/21/2020 17:57,5,5,2020-04-21T17:57:20.000,1000,BROOKLYN
357991,4/21/2020 17:56,5,5,2020-04-21T17:56:19.000,159,BROOKLYN
358007,4/21/2020 17:51,6,6,2020-04-21T17:51:44.000,491,BROOKLYN
358012,4/21/2020 17:50,5,5,2020-04-21T17:51:04.000,187,BROOKLYN
358017,4/21/2020 17:50,5,5,2020-04-21T17:51:09.000,190,BROOKLYN
358031,4/21/2020 17:45,7,7,2020-04-21T17:46:38.000,1140,BROOKLYN
358036,4/21/2020 17:45,6,6,2020-04-21T17:45:36.000,295,BROOKLYN
358043,4/21/2020 17:43,6,6,2020-04-21T17:44:32.000,265,BROOKLYN
358046,4/21/2020 17:42,4,5,2020-04-21T17:47:00.000,515,BROOKLYN
358071,4/21/2020 17:32,7,7,2020-04-21T17:32:39.000,490,BROOKLYN
358074,4/21/2020 17:30,4,4,2020-04-21T17:31:11.000,519,BROOKLYN
358077,4/21/2020 17:30,5,5,2020-04-21T17:31:01.000,432,BROOKLYN
358079,4/21/2020 17:28,7,7,2020-04-21T17:30:22.000,529,BROOKLYN
358085,4/21/2020 17:27,4,4,2020-04-21T17:28:31.000,440,BROOKLYN
358090,4/21/2020 17:26,7,7,2020-04-21T17:27:47.000,557,BROOKLYN
358101,4/21/2020 17:23,4,4,2020-04-21T17:25:56.000,428,BROOKLYN
358106,4/21/2020 17:22,6,6,2020-04-21T17:23:42.000,613,BROOKLYN
358110,4/21/2020 17:21,7,3,2020-04-21T17:22:26.000,395,BROOKLYN
358111,4/21/2020 17:21,6,6,2020-04-21T17:22:14.000,42,BROOKLYN
358112,4/21/2020 17:21,7,7,2020-04-21T17:22:00.000,671,BROOKLYN
358114,4/21/2020 17:20,7,7,2020-04-21T17:21:19.000,491,BROOKLYN
358116,4/21/2020 17:19,7,7,2020-04-21T17:21:03.000,498,BROOKLYN
358117,4/21/2020 17:19,7,7,2020-04-21T17:21:11.000,510,BROOKLYN
358134,4/21/2020 17:12,4,4,2020-04-21T17:16:38.000,454,BROOKLYN
358140,4/21/2020 17:11,4,4,2020-04-21T17:12:16.000,379,BROOKLYN
358144,4/21/2020 17:10,4,4,2020-04-21T17:15:13.000,777,BROOKLYN
358147,4/21/2020 17:08,7,7,2020-04-21T17:09:17.000,305,BROOKLYN
358152,4/21/2020 17:07,7,7,2020-04-21T17:08:13.000,525,BROOKLYN
358155,4/21/2020 17:05,5,3,2020-04-21T17:05:59.000,174,BROOKLYN
358158,4/21/2020 17:05,4,4,2020-04-21T17:06:03.000,509,BROOKLYN
358214,4/21/2020 16:49,6,6,2020-04-21T16:50:10.000,350,BROOKLYN
358216,4/21/2020 16:49,4,4,2020-04-21T16:50:02.000,340,BROOKLYN
358219,4/21/2020 16:48,5,5,2020-04-21T16:49:23.000,318,BROOKLYN
358223,4/21/2020 16:47,4,4,2020-04-21T16:47:49.000,529,BROOKLYN
358225,4/21/2020 16:46,4,4,2020-04-21T16:48:04.000,671,BROOKLYN
358230,4/21/2020 16:45,4,4,2020-04-21T16:45:52.000,520,BROOKLYN
358238,4/21/2020 16:44,6,6,2020-04-21T16:45:26.000,324,BROOKLYN
358239,4/21/2020 16:44,5,3,2020-04-21T16:44:56.000,471,BROOKLYN
358248,4/21/2020 16:42,5,5,2020-04-21T16:43:32.000,332,BROOKLYN
358253,4/21/2020 16:39,5,3,2020-04-21T16:39:48.000,502,BROOKLYN
358259,4/21/2020 16:37,6,6,2020-04-21T16:37:45.000,287,BROOKLYN
358260,4/21/2020 16:36,7,7,2020-04-21T16:38:09.000,462,BROOKLYN
358261,4/21/2020 16:36,7,7,2020-04-21T16:36:41.000,748,BROOKLYN
358268,4/21/2020 16:33,4,2,2020-04-21T16:34:01.000,261,BROOKLYN
358274,4/21/2020 16:31,4,4,2020-04-21T16:31:17.000,360,BROOKLYN
358275,4/21/2020 16:31,6,6,2020-04-21T16:31:55.000,863,BROOKLYN
358286,4/21/2020 16:28,4,4,2020-04-21T16:28:51.000,191,BROOKLYN
358292,4/21/2020 16:24,6,6,2020-04-21T16:25:59.000,391,BROOKLYN
358300,4/21/2020 16:23,6,2,2020-04-21T16:23:50.000,552,BROOKLYN
358307,4/21/2020 16:21,4,4,2020-04-21T16:22:58.000,367,BROOKLYN
358314,4/21/2020 16:19,4,4,2020-04-21T16:21:21.000,432,BROOKLYN
358324,4/21/2020 16:17,5,5,2020-04-21T16:17:59.000,882,BROOKLYN
358341,4/21/2020 16:14,5,5,2020-04-21T16:14:54.000,152,BROOKLYN
358350,4/21/2020 16:12,6,6,2020-04-21T16:12:29.000,506,BROOKLYN
358351,4/21/2020 16:12,7,7,2020-04-21T16:13:15.000,670,BROOKLYN
358352,4/21/2020 16:11,7,7,2020-04-21T16:12:21.000,555,BROOKLYN
358356,4/21/2020 16:10,4,2,2020-04-21T16:12:13.000,640,BROOKLYN
358372,4/21/2020 16:05,7,7,2020-04-21T16:05:40.000,631,BROOKLYN
358377,4/21/2020 16:04,4,4,2020-04-21T16:05:18.000,267,BROOKLYN
358386,4/21/2020 16:02,4,4,2020-04-21T16:02:53.000,455,BROOKLYN
358390,4/21/2020 16:01,4,4,2020-04-21T16:02:46.000,573,BROOKLYN
358397,4/21/2020 15:59,7,7,2020-04-21T16:01:55.000,869,BROOKLYN
358414,4/21/2020 15:54,7,7,2020-04-21T15:55:54.000,653,BROOKLYN
358419,4/21/2020 15:52,6,6,2020-04-21T15:54:16.000,583,BROOKLYN
358426,4/21/2020 15:50,6,6,2020-04-21T15:51:12.000,556,BROOKLYN
358434,4/21/2020 15:48,5,5,2020-04-21T15:48:44.000,359,BROOKLYN
358445,4/21/2020 15:44,4,1,2020-04-21T15:45:04.000,256,BROOKLYN
358457,4/21/2020 15:40,6,6,2020-04-21T15:40:45.000,497,BROOKLYN
358463,4/21/2020 15:38,6,6,2020-04-21T15:38:55.000,349,BROOKLYN
358465,4/21/2020 15:37,4,4,2020-04-21T15:38:01.000,419,BROOKLYN
358482,4/21/2020 15:32,7,7,2020-04-21T15:32:53.000,786,BROOKLYN
358484,4/21/2020 15:32,4,4,2020-04-21T15:33:04.000,535,BROOKLYN
358485,4/21/2020 15:32,7,7,2020-04-21T15:32:33.000,365,BROOKLYN
358491,4/21/2020 15:30,4,4,2020-04-21T15:30:56.000,340,BROOKLYN
358493,4/21/2020 15:30,4,4,2020-04-21T15:30:37.000,342,BROOKLYN
358498,4/21/2020 15:28,4,4,2020-04-21T15:28:53.000,490,BROOKLYN
358512,4/21/2020 15:26,4,4,2020-04-21T15:26:06.000,254,BROOKLYN
358519,4/21/2020 15:24,6,6,2020-04-21T15:25:12.000,609,BROOKLYN
358524,4/21/2020 15:23,5,2,2020-04-21T15:23:07.000,239,BROOKLYN
358530,4/21/2020 15:22,7,7,2020-04-21T15:22:50.000,276,BROOKLYN
358537,4/21/2020 15:18,4,3,2020-04-21T15:18:47.000,395,BROOKLYN
358548,4/21/2020 15:13,4,4,2020-04-21T15:13:50.000,455,BROOKLYN
358551,4/21/2020 15:11,4,4,2020-04-21T15:11:04.000,426,BROOKLYN
358554,4/21/2020 15:10,6,1,2020-04-21T15:11:18.000,474,BROOKLYN
358572,4/21/2020 15:05,6,6,2020-04-21T15:07:41.000,459,BROOKLYN
358573,4/21/2020 15:05,5,5,2020-04-21T15:05:46.000,932,BROOKLYN
358577,4/21/2020 15:04,7,7,2020-04-21T15:05:27.000,572,BROOKLYN
358578,4/21/2020 15:03,7,7,2020-04-21T15:05:04.000,381,BROOKLYN
358580,4/21/2020 15:02,6,6,2020-04-21T15:02:56.000,202,BROOKLYN
358582,4/21/2020 15:02,5,5,2020-04-21T15:02:44.000,560,BROOKLYN
358584,4/21/2020 15:02,4,4,2020-04-21T15:02:09.000,837,BROOKLYN
358588,4/21/2020 15:00,5,5,2020-04-21T15:01:09.000,546,BROOKLYN
358594,4/21/2020 14:57,4,4,2020-04-21T14:57:41.000,249,BROOKLYN
358597,4/21/2020 14:56,4,4,2020-04-21T14:56:58.000,331,BROOKLYN
358600,4/21/2020 14:55,5,3,2020-04-21T14:55:53.000,483,BROOKLYN
358608,4/21/2020 14:52,7,7,2020-04-21T14:53:09.000,491,BROOKLYN
358622,4/21/2020 14:46,7,7,2020-04-21T14:47:49.000,781,BROOKLYN
358624,4/21/2020 14:43,7,7,2020-04-21T14:44:08.000,599,BROOKLYN
358637,4/21/2020 14:40,4,4,2020-04-21T14:40:36.000,0,BROOKLYN
358642,4/21/2020 14:39,7,7,2020-04-21T14:41:27.000,550,BROOKLYN
358659,4/21/2020 14:32,4,4,2020-04-21T14:33:08.000,359,BROOKLYN
358666,4/21/2020 14:30,5,5,2020-04-21T14:30:52.000,508,BROOKLYN
358670,4/21/2020 14:29,6,6,2020-04-21T14:30:48.000,218,BROOKLYN
358673,4/21/2020 14:28,4,4,2020-04-21T14:28:52.000,371,BROOKLYN
358680,4/21/2020 14:26,7,7,2020-04-21T14:27:33.000,631,BROOKLYN
358682,4/21/2020 14:25,4,4,2020-04-21T14:26:09.000,541,BROOKLYN
358683,4/21/2020 14:25,4,4,2020-04-21T14:26:14.000,302,BROOKLYN
358702,4/21/2020 14:21,7,7,2020-04-21T14:22:51.000,520,BROOKLYN
358716,4/21/2020 14:14,5,5,2020-04-21T14:15:01.000,377,BROOKLYN
358719,4/21/2020 14:13,6,6,2020-04-21T14:15:36.000,351,BROOKLYN
358721,4/21/2020 14:13,6,6,2020-04-21T14:13:41.000,441,BROOKLYN
358724,4/21/2020 14:12,5,5,2020-04-21T14:13:17.000,216,BROOKLYN
358733,4/21/2020 14:09,5,5,2020-04-21T14:10:01.000,447,BROOKLYN
358749,4/21/2020 14:02,4,4,2020-04-21T14:02:06.000,0,BROOKLYN
358750,4/21/2020 14:01,7,7,2020-04-21T14:05:48.000,626,BROOKLYN
358752,4/21/2020 14:01,4,4,2020-04-21T14:13:10.000,978,BROOKLYN
358753,4/21/2020 14:01,4,4,2020-04-21T14:05:23.000,311,BROOKLYN
358763,4/21/2020 13:59,7,7,2020-04-21T14:05:31.000,1299,BROOKLYN
358764,4/21/2020 13:58,7,7,2020-04-21T13:59:18.000,268,BROOKLYN
358787,4/21/2020 13:52,4,4,2020-04-21T13:52:10.000,260,BROOKLYN
358792,4/21/2020 13:51,7,7,2020-04-21T13:52:01.000,537,BROOKLYN
358793,4/21/2020 13:51,6,6,2020-04-21T13:51:43.000,424,BROOKLYN
358802,4/21/2020 13:49,5,5,2020-04-21T13:51:23.000,531,BROOKLYN
358813,4/21/2020 13:47,6,6,2020-04-21T13:50:28.000,947,BROOKLYN
358817,4/21/2020 13:46,5,5,2020-04-21T13:46:29.000,218,BROOKLYN
358819,4/21/2020 13:45,5,5,2020-04-21T13:45:39.000,153,BROOKLYN
358821,4/21/2020 13:44,5,5,2020-04-21T13:48:31.000,814,BROOKLYN
358828,4/21/2020 13:43,6,6,2020-04-21T13:48:18.000,1135,BROOKLYN
358844,4/21/2020 13:36,6,6,2020-04-21T13:38:37.000,1006,BROOKLYN
358849,4/21/2020 13:33,4,4,2020-04-21T13:33:32.000,539,BROOKLYN
358852,4/21/2020 13:32,4,4,2020-04-21T13:32:42.000,477,BROOKLYN
358853,4/21/2020 13:31,4,4,2020-04-21T13:32:37.000,339,BROOKLYN
358855,4/21/2020 13:31,6,6,2020-04-21T13:32:16.000,299,BROOKLYN
358867,4/21/2020 13:27,5,5,2020-04-21T13:28:01.000,931,BROOKLYN
358871,4/21/2020 13:26,6,6,2020-04-21T13:27:19.000,178,BROOKLYN
358874,4/21/2020 13:25,6,6,2020-04-21T13:27:05.000,799,BROOKLYN
358875,4/21/2020 13:25,5,5,2020-04-21T13:25:37.000,487,BROOKLYN
358897,4/21/2020 13:18,7,7,2020-04-21T13:18:56.000,794,BROOKLYN
358907,4/21/2020 13:14,6,6,2020-04-21T13:15:16.000,376,BROOKLYN
358910,4/21/2020 13:14,6,6,2020-04-21T13:16:20.000,798,BROOKLYN
358914,4/21/2020 13:11,7,7,2020-04-21T13:12:12.000,520,BROOKLYN
358921,4/21/2020 13:08,4,4,2020-04-21T13:09:04.000,257,BROOKLYN
358937,4/21/2020 13:03,7,7,2020-04-21T13:03:32.000,524,BROOKLYN
358941,4/21/2020 13:01,5,5,2020-04-21T13:02:31.000,249,BROOKLYN
358950,4/21/2020 12:58,5,5,2020-04-21T13:03:39.000,633,BROOKLYN
358952,4/21/2020 12:58,4,4,2020-04-21T12:58:18.000,463,BROOKLYN
358964,4/21/2020 12:54,5,5,2020-04-21T12:57:00.000,556,BROOKLYN
358965,4/21/2020 12:53,4,4,2020-04-21T12:54:16.000,615,BROOKLYN
358967,4/21/2020 12:53,7,7,2020-04-21T12:54:11.000,458,BROOKLYN
358968,4/21/2020 12:52,6,6,2020-04-21T13:01:07.000,1677,BROOKLYN
358971,4/21/2020 12:52,4,4,2020-04-21T12:53:34.000,441,BROOKLYN
358973,4/21/2020 12:52,4,4,2020-04-21T12:52:49.000,334,BROOKLYN
358974,4/21/2020 12:50,4,4,2020-04-21T12:50:51.000,987,BROOKLYN
358978,4/21/2020 12:49,6,6,2020-04-21T12:49:59.000,892,BROOKLYN
358993,4/21/2020 12:45,5,5,2020-04-21T12:45:38.000,414,BROOKLYN
358994,4/21/2020 12:44,7,7,2020-04-21T12:49:08.000,1296,BROOKLYN
358997,4/21/2020 12:44,6,6,2020-04-21T12:45:58.000,353,BROOKLYN
359013,4/21/2020 12:37,5,5,2020-04-21T12:39:22.000,398,BROOKLYN
359017,4/21/2020 12:35,4,4,2020-04-21T12:35:52.000,361,BROOKLYN
359018,4/21/2020 12:35,7,7,2020-04-21T12:35:23.000,602,BROOKLYN
359019,4/21/2020 12:35,5,5,2020-04-21T12:35:25.000,388,BROOKLYN
359020,4/21/2020 12:35,5,5,2020-04-21T12:35:17.000,494,BROOKLYN
