ID,INCIDENT_DATETIME,INITIAL_SEVERITY_LEVEL_CODE,FINAL_SEVERITY_LEVEL_CODE,FIRST_ASSIGNMENT_DATETIME,INCIDENT_RESPONSE_SECONDS_QY,BOROUGH
357602,4/21/2020 20:14,7,7,2020-04-21T20:14:24.000,318,BRONX
357607,4/21/2020 20:12,7,7,2020-04-21T20:13:14.000,360,BRONX
357618,4/21/2020 20:09,4,4,2020-04-21T20:09:59.000,304,BRONX
357623,4/21/2020 20:06,6,6,2020-04-21T20:06:47.000,395,BRONX
357635,4/21/2020 20:02,6,5,2020-04-21T20:09:03.000,682,BRONX
357638,4/21/2020 19:58,4,2,2020-04-21T20:01:10.000,687,BRONX
357641,4/21/2020 19:56,4,2,2020-04-21T20:00:37.000,524,BRONX
357662,4/21/2020 19:48,7,7,2020-04-21T20:00:44.000,932,BRONX
357665,4/21/2020 19:46,4,4,2020-04-21T19:46:27.000,302,BRONX
357670,4/21/2020 19:42,7,7,2020-04-21T19:43:13.000,393,BRONX
357675,4/21/2020 19:41,7,7,2020-04-21T19:41:21.000,471,BRONX
357680,4/21/2020 19:40,5,5,2020-04-21T19:40:46.000,612,BRONX
357682,4/21/2020 19:39,4,4,2020-04-21T19:39:49.000,303,BRONX
357686,4/21/2020 19:38,5,5,2020-04-21T19:39:31.000,420,BRONX
357694,4/21/2020 19:37,6,6,2020-04-21T19:38:31.000,536,BRONX
357697,4/21/2020 19:36,7,7,2020-04-21T19:36:39.000,0,BRONX
357707,4/21/2020 19:33,7,7,2020-04-21T19:34:18.000,392,BRONX
357709,4/21/2020 19:32,4,4,2020-04-21T19:33:15.000,216,BRONX
357716,4/21/2020 19:30,5,5,2020-04-21T19:30:21.000,425,BRONX
357718,4/21/2020 19:28,5,5,2020-04-21T19:29:45.000,587,BRONX
357737,4/21/2020 19:23,7,7,2020-04-21T19:23:15.000,424,BRONX
357747,4/21/2020 19:22,4,4,2020-04-21T19:22:37.000,1493,BRONX
357755,4/21/2020 19:21,6,6,2020-04-21T19:21:42.000,411,BRONX
357766,4/21/2020 19:18,6,6,2020-04-21T19:19:52.000,500,BRONX
357772,4/21/2020 19:16,7,7,2020-04-21T19:17:29.000,52,BRONX
357784,4/21/2020 19:11,5,5,2020-04-21T19:13:10.000,513,BRONX
357787,4/21/2020 19:11,5,5,2020-04-21T19:11:56.000,134,BRONX
357791,4/21/2020 19:09,7,7,2020-04-21T19:10:25.000,413,BRONX
357794,4/21/2020 19:09,6,6,2020-04-21T19:30:41.000,1578,BRONX
357799,4/21/2020 19:06,6,6,2020-04-21T19:07:07.000,495,BRONX
357800,4/21/2020 19:06,6,6,2020-04-21T19:09:48.000,848,BRONX
357801,4/21/2020 19:06,6,6,2020-04-21T19:06:44.000,291,BRONX
357802,4/21/2020 19:06,7,7,2020-04-21T19:06:47.000,840,BRONX
357805,4/21/2020 19:05,5,5,2020-04-21T19:06:01.000,354,BRONX
357815,4/21/2020 19:01,4,4,2020-04-21T19:02:43.000,421,BRONX
357817,4/21/2020 19:00,5,5,2020-04-21T19:01:06.000,268,BRONX
357821,4/21/2020 18:55,4,4,2020-04-21T18:55:20.000,146,BRONX
357833,4/21/2020 18:51,4,4,2020-04-21T18:51:57.000,586,BRONX
357836,4/21/2020 18:51,7,7,2020-04-21T18:51:40.000,376,BRONX
357842,4/21/2020 18:48,4,4,2020-04-21T18:49:06.000,275,BRONX
357862,4/21/2020 18:43,4,4,2020-04-21T18:43:16.000,155,BRONX
357867,4/21/2020 18:40,6,6,2020-04-21T18:40:30.000,302,BRONX
357869,4/21/2020 18:39,7,7,2020-04-21T18:39:45.000,652,BRONX
357872,4/21/2020 18:38,4,4,2020-04-21T18:38:21.000,373,BRONX
357877,4/21/2020 18:36,5,5,2020-04-21T18:36:39.000,174,BRONX
357880,4/21/2020 18:35,7,7,2020-04-21T18:36:35.000,904,BRONX
357882,4/21/2020 18:35,6,6,2020-04-21T18:35:34.000,494,BRONX
357887,4/21/2020 18:33,4,4,2020-04-21T18:33:33.000,594,BRONX
357888,4/21/2020 18:33,6,6,2020-04-21T18:33:23.000,581,BRONX
357902,4/21/2020 18:25,4,6,2020-04-21T18:25:56.000,295,BRONX
357909,4/21/2020 18:21,4,4,2020-04-21T18:21:45.000,254,BRONX
357914,4/21/2020 18:20,4,4,2020-04-21T18:21:13.000,400,BRONX
357917,4/21/2020 18:19,6,6,2020-04-21T18:28:10.000,885,BRONX
357921,4/21/2020 18:18,5,5,2020-04-21T18:19:40.000,726,BRONX
357930,4/21/2020 18:15,7,2,2020-04-21T18:15:41.000,1182,BRONX
357939,4/21/2020 18:11,4,4,2020-04-21T18:11:46.000,883,BRONX
357943,4/21/2020 18:09,7,7,2020-04-21T18:09:54.000,456,BRONX
357960,4/21/2020 18:04,6,6,2020-04-21T18:04:51.000,247,BRONX
357966,4/21/2020 18:01,5,5,2020-04-21T18:01:56.000,158,BRONX
357970,4/21/2020 18:00,5,5,2020-04-21T18:00:44.000,384,BRONX
357972,4/21/2020 17:59,4,7,2020-04-21T18:01:01.000,397,BRONX
357973,4/21/2020 17:59,6,6,2020-04-21T18:00:17.000,345,BRONX
357978,4/21/2020 17:58,4,4,2020-04-21T17:59:03.000,233,BRONX
357980,4/21/2020 17:58,6,6,2020-04-21T17:58:59.000,435,BRONX
357994,4/21/2020 17:54,6,6,2020-04-21T17:55:51.000,546,BRONX
358001,4/21/2020 17:53,7,7,2020-04-21T17:53:51.000,489,BRONX
358005,4/21/2020 17:51,4,4,2020-04-21T17:52:05.000,520,BRONX
358008,4/21/2020 17:51,4,4,2020-04-21T17:52:00.000,210,BRONX
358011,4/21/2020 17:50,6,6,2020-04-21T17:52:10.000,586,BRONX
358014,4/21/2020 17:50,6,6,2020-04-21T17:51:46.000,413,BRONX
358016,4/21/2020 17:50,4,4,2020-04-21T17:50:24.000,304,BRONX
358022,4/21/2020 17:48,5,5,2020-04-21T17:48:30.000,184,BRONX
358026,4/21/2020 17:47,4,4,2020-04-21T17:48:06.000,303,BRONX
358029,4/21/2020 17:47,4,4,2020-04-21T17:47:21.000,357,BRONX
358033,4/21/2020 17:45,5,5,2020-04-21T17:45:42.000,619,BRONX
358038,4/21/2020 17:44,4,4,2020-04-21T17:44:33.000,267,BRONX
358042,4/21/2020 17:43,6,6,2020-04-21T17:47:01.000,629,BRONX
358048,4/21/2020 17:42,4,3,2020-04-21T17:42:30.000,143,BRONX
358052,4/21/2020 17:41,5,4,2020-04-21T17:41:30.000,251,BRONX
358057,4/21/2020 17:38,4,4,2020-04-21T17:39:27.000,339,BRONX
358061,4/21/2020 17:36,6,6,2020-04-21T17:36:49.000,326,BRONX
358068,4/21/2020 17:33,4,4,2020-04-21T17:34:38.000,431,BRONX
358076,4/21/2020 17:30,6,6,2020-04-21T17:30:43.000,476,BRONX
358082,4/21/2020 17:28,7,7,2020-04-21T17:28:36.000,514,BRONX
358084,4/21/2020 17:27,4,4,2020-04-21T17:49:11.000,1608,BRONX
358088,4/21/2020 17:27,4,4,2020-04-21T17:27:48.000,411,BRONX
358091,4/21/2020 17:26,6,6,2020-04-21T17:27:55.000,421,BRONX
358092,4/21/2020 17:26,6,6,2020-04-21T17:26:58.000,715,BRONX
358097,4/21/2020 17:24,7,7,2020-04-21T17:24:19.000,592,BRONX
358098,4/21/2020 17:24,4,4,2020-04-21T17:24:12.000,667,BRONX
358107,4/21/2020 17:22,7,7,2020-04-21T17:22:24.000,225,BRONX
358130,4/21/2020 17:14,5,5,2020-04-21T17:15:38.000,334,BRONX
358131,4/21/2020 17:14,5,5,2020-04-21T17:14:38.000,200,BRONX
358143,4/21/2020 17:10,5,4,2020-04-21T17:11:08.000,492,BRONX
358148,4/21/2020 17:08,7,7,2020-04-21T17:08:58.000,688,BRONX
358165,4/21/2020 17:02,6,6,2020-04-21T17:04:37.000,427,BRONX
358168,4/21/2020 17:02,4,4,2020-04-21T17:02:32.000,378,BRONX
358176,4/21/2020 17:00,7,7,2020-04-21T17:02:46.000,465,BRONX
358180,4/21/2020 16:58,5,5,2020-04-21T17:00:07.000,381,BRONX
358182,4/21/2020 16:58,5,5,2020-04-21T16:59:20.000,406,BRONX
358185,4/21/2020 16:57,7,2,2020-04-21T16:57:55.000,516,BRONX
358194,4/21/2020 16:54,4,4,2020-04-21T16:55:43.000,500,BRONX
358202,4/21/2020 16:52,5,5,2020-04-21T16:52:41.000,454,BRONX
358207,4/21/2020 16:51,7,7,2020-04-21T16:51:19.000,493,BRONX
358215,4/21/2020 16:49,6,6,2020-04-21T16:50:11.000,406,BRONX
358232,4/21/2020 16:45,4,4,2020-04-21T16:45:29.000,313,BRONX
358233,4/21/2020 16:45,6,6,2020-04-21T16:45:23.000,302,BRONX
358235,4/21/2020 16:45,7,7,2020-04-21T16:45:38.000,296,BRONX
358237,4/21/2020 16:45,4,2,2020-04-21T16:45:10.000,194,BRONX
358240,4/21/2020 16:44,4,1,2020-04-21T16:44:34.000,703,BRONX
358242,4/21/2020 16:44,6,6,2020-04-21T16:44:33.000,374,BRONX
358251,4/21/2020 16:40,4,5,2020-04-21T16:40:57.000,284,BRONX
358267,4/21/2020 16:34,7,7,2020-04-21T16:38:18.000,928,BRONX
358272,4/21/2020 16:32,7,7,2020-04-21T16:38:01.000,910,BRONX
358273,4/21/2020 16:32,4,4,2020-04-21T16:32:19.000,189,BRONX
358280,4/21/2020 16:29,6,6,2020-04-21T16:36:44.000,830,BRONX
358302,4/21/2020 16:22,5,5,2020-04-21T16:23:19.000,449,BRONX
358304,4/21/2020 16:22,4,2,2020-04-21T16:23:29.000,757,BRONX
358310,4/21/2020 16:20,4,4,2020-04-21T16:20:55.000,297,BRONX
358312,4/21/2020 16:20,4,4,2020-04-21T16:21:20.000,981,BRONX
358315,4/21/2020 16:19,4,4,2020-04-21T16:20:03.000,404,BRONX
358321,4/21/2020 16:18,7,7,2020-04-21T16:18:17.000,239,BRONX
358323,4/21/2020 16:17,4,4,2020-04-21T16:18:11.000,576,BRONX
358328,4/21/2020 16:16,5,5,2020-04-21T16:17:46.000,206,BRONX
358333,4/21/2020 16:15,5,5,2020-04-21T16:17:36.000,486,BRONX
358343,4/21/2020 16:13,5,5,2020-04-21T16:15:03.000,328,BRONX
358345,4/21/2020 16:13,4,4,2020-04-21T16:15:58.000,482,BRONX
358354,4/21/2020 16:10,5,5,2020-04-21T16:11:11.000,276,BRONX
358357,4/21/2020 16:10,6,6,2020-04-21T16:11:19.000,546,BRONX
358358,4/21/2020 16:10,4,4,2020-04-21T16:11:35.000,468,BRONX
358359,4/21/2020 16:10,6,6,2020-04-21T16:11:12.000,493,BRONX
358375,4/21/2020 16:04,4,4,2020-04-21T16:05:33.000,304,BRONX
358383,4/21/2020 16:03,4,6,2020-04-21T16:04:19.000,530,BRONX
358391,4/21/2020 16:01,4,4,2020-04-21T16:02:51.000,348,BRONX
358401,4/21/2020 15:58,5,5,2020-04-21T15:59:19.000,312,BRONX
358403,4/21/2020 15:58,7,7,2020-04-21T15:59:13.000,667,BRONX
358404,4/21/2020 15:57,5,5,2020-04-21T15:58:08.000,264,BRONX
358406,4/21/2020 15:57,6,6,2020-04-21T15:57:11.000,0,BRONX
358408,4/21/2020 15:56,4,7,2020-04-21T15:57:07.000,379,BRONX
358411,4/21/2020 15:55,4,4,2020-04-21T15:55:54.000,168,BRONX
358416,4/21/2020 15:53,6,6,2020-04-21T15:55:20.000,514,BRONX
358420,4/21/2020 15:52,5,5,2020-04-21T15:52:46.000,0,BRONX
358422,4/21/2020 15:52,7,7,2020-04-21T15:52:11.000,348,BRONX
358427,4/21/2020 15:50,5,3,2020-04-21T15:50:34.000,405,BRONX
358430,4/21/2020 15:49,4,4,2020-04-21T15:49:33.000,277,BRONX
358442,4/21/2020 15:45,4,3,2020-04-21T15:45:57.000,354,BRONX
358449,4/21/2020 15:43,4,4,2020-04-21T15:43:52.000,437,BRONX
358453,4/21/2020 15:42,4,4,2020-04-21T15:42:44.000,487,BRONX
358459,4/21/2020 15:39,4,4,2020-04-21T15:40:04.000,271,BRONX
358467,4/21/2020 15:37,6,6,2020-04-21T15:37:40.000,727,BRONX
358472,4/21/2020 15:35,5,5,2020-04-21T15:37:06.000,445,BRONX
358473,4/21/2020 15:35,4,4,2020-04-21T15:35:57.000,255,BRONX
358476,4/21/2020 15:34,7,7,2020-04-21T15:34:56.000,662,BRONX
358483,4/21/2020 15:32,7,7,2020-04-21T15:33:20.000,839,BRONX
358499,4/21/2020 15:28,6,6,2020-04-21T15:28:54.000,622,BRONX
358503,4/21/2020 15:27,4,4,2020-04-21T15:28:06.000,591,BRONX
358509,4/21/2020 15:26,5,5,2020-04-21T15:26:57.000,432,BRONX
358511,4/21/2020 15:26,5,5,2020-04-21T15:26:42.000,1505,BRONX
358527,4/21/2020 15:22,5,5,2020-04-21T15:23:00.000,360,BRONX
358528,4/21/2020 15:22,4,4,2020-04-21T15:22:47.000,253,BRONX
358535,4/21/2020 15:19,4,4,2020-04-21T15:19:50.000,176,BRONX
358546,4/21/2020 15:14,4,4,2020-04-21T15:14:36.000,382,BRONX
358547,4/21/2020 15:14,6,6,2020-04-21T15:14:46.000,463,BRONX
358552,4/21/2020 15:10,7,7,2020-04-21T15:11:31.000,415,BRONX
358556,4/21/2020 15:09,5,5,2020-04-21T15:10:21.000,548,BRONX
358565,4/21/2020 15:06,4,4,2020-04-21T15:08:15.000,407,BRONX
358566,4/21/2020 15:06,4,4,2020-04-21T15:07:05.000,316,BRONX
358593,4/21/2020 14:57,4,4,2020-04-21T14:57:59.000,298,BRONX
358601,4/21/2020 14:55,6,6,2020-04-21T14:55:15.000,415,BRONX
358602,4/21/2020 14:53,4,4,2020-04-21T14:53:59.000,460,BRONX
358604,4/21/2020 14:52,4,4,2020-04-21T14:53:21.000,550,BRONX
358625,4/21/2020 14:43,6,6,2020-04-21T14:43:46.000,274,BRONX
358629,4/21/2020 14:42,5,5,2020-04-21T14:43:07.000,490,BRONX
358634,4/21/2020 14:41,6,6,2020-04-21T14:42:35.000,790,BRONX
358647,4/21/2020 14:37,7,7,2020-04-21T14:37:30.000,379,BRONX
358648,4/21/2020 14:37,6,6,2020-04-21T14:37:53.000,986,BRONX
358661,4/21/2020 14:32,5,5,2020-04-21T14:32:18.000,423,BRONX
358685,4/21/2020 14:25,4,2,2020-04-21T14:26:16.000,273,BRONX
358689,4/21/2020 14:24,4,2,2020-04-21T14:25:29.000,431,BRONX
358690,4/21/2020 14:24,5,5,2020-04-21T14:24:16.000,587,BRONX
358694,4/21/2020 14:22,7,7,2020-04-21T14:23:36.000,1317,BRONX
358710,4/21/2020 14:19,4,4,2020-04-21T14:20:13.000,365,BRONX
358731,4/21/2020 14:09,4,4,2020-04-21T14:09:54.000,207,BRONX
358734,4/21/2020 14:09,7,4,2020-04-21T14:09:47.000,789,BRONX
358748,4/21/2020 14:02,4,4,2020-04-21T14:03:23.000,638,BRONX
358751,4/21/2020 14:01,5,5,2020-04-21T14:03:02.000,250,BRONX
358755,4/21/2020 14:01,7,7,2020-04-21T14:01:47.000,641,BRONX
358761,4/21/2020 13:59,6,6,2020-04-21T14:01:04.000,259,BRONX
358770,4/21/2020 13:57,7,7,2020-04-21T13:58:07.000,313,BRONX
358775,4/21/2020 13:55,7,7,2020-04-21T13:57:34.000,678,BRONX
358776,4/21/2020 13:55,5,5,2020-04-21T13:55:35.000,208,BRONX
358785,4/21/2020 13:52,4,4,2020-04-21T13:54:48.000,593,BRONX
358791,4/21/2020 13:51,6,7,2020-04-21T13:52:12.000,400,BRONX
358794,4/21/2020 13:51,6,6,2020-04-21T13:57:59.000,1206,BRONX
358796,4/21/2020 13:50,4,4,2020-04-21T13:51:00.000,209,BRONX
358806,4/21/2020 13:48,4,4,2020-04-21T13:49:37.000,527,BRONX
358809,4/21/2020 13:47,5,5,2020-04-21T13:47:59.000,372,BRONX
358814,4/21/2020 13:46,5,5,2020-04-21T13:48:22.000,502,BRONX
358831,4/21/2020 13:41,6,6,2020-04-21T13:42:43.000,516,BRONX
358834,4/21/2020 13:40,4,4,2020-04-21T13:40:44.000,0,BRONX
358836,4/21/2020 13:40,7,7,2020-04-21T13:40:32.000,737,BRONX
358851,4/21/2020 13:32,7,7,2020-04-21T13:36:40.000,762,BRONX
358854,4/21/2020 13:31,4,4,2020-04-21T13:31:49.000,195,BRONX
358857,4/21/2020 13:30,6,6,2020-04-21T13:33:19.000,573,BRONX
358859,4/21/2020 13:30,6,6,2020-04-21T13:32:35.000,474,BRONX
358860,4/21/2020 13:29,7,7,2020-04-21T13:29:53.000,471,BRONX
358862,4/21/2020 13:29,5,5,2020-04-21T13:29:22.000,345,BRONX
358881,4/21/2020 13:24,7,7,2020-04-21T13:25:35.000,268,BRONX
358885,4/21/2020 13:22,6,6,2020-04-21T13:23:13.000,411,BRONX
358886,4/21/2020 13:22,4,4,2020-04-21T13:22:49.000,393,BRONX
358892,4/21/2020 13:19,5,5,2020-04-21T13:20:39.000,329,BRONX
358902,4/21/2020 13:17,6,6,2020-04-21T13:17:55.000,541,BRONX
358908,4/21/2020 13:14,5,5,2020-04-21T13:15:00.000,247,BRONX
358916,4/21/2020 13:11,5,5,2020-04-21T13:14:24.000,534,BRONX
358918,4/21/2020 13:10,4,4,2020-04-21T13:11:13.000,266,BRONX
358930,4/21/2020 13:05,7,7,2020-04-21T13:08:05.000,362,BRONX
358934,4/21/2020 13:04,7,7,2020-04-21T13:04:09.000,444,BRONX
358935,4/21/2020 13:03,7,7,2020-04-21T13:03:38.000,2346,BRONX
358936,4/21/2020 13:03,5,5,2020-04-21T13:04:23.000,398,BRONX
358939,4/21/2020 13:01,5,5,2020-04-21T13:02:12.000,324,BRONX
358962,4/21/2020 12:54,7,3,2020-04-21T12:54:51.000,787,BRONX
358963,4/21/2020 12:54,5,5,2020-04-21T12:54:54.000,220,BRONX
358981,4/21/2020 12:48,6,6,2020-04-21T12:48:34.000,320,BRONX
358987,4/21/2020 12:46,4,4,2020-04-21T12:46:42.000,580,BRONX
359000,4/21/2020 12:43,7,7,2020-04-21T12:43:47.000,554,BRONX
359001,4/21/2020 12:42,6,6,2020-04-21T12:43:14.000,762,BRONX
359011,4/21/2020 12:39,4,4,2020-04-21T12:39:18.000,509,BRONX
359016,4/21/2020 12:36,4,4,2020-04-21T12:38:36.000,320,BRONX
359023,4/21/2020 12:33,4,4,2020-04-21T12:33:33.000,540,BRONX
359032,4/21/2020 12:31,6,6,2020-04-21T12:32:42.000,443,BRONX
359047,4/21/2020 12:28,7,7,2020-04-21T12:28:26.000,443,BRONX
359061,4/21/2020 12:24,7,7,2020-04-21T12:25:36.000,634,BRONX
359069,4/21/2020 12:21,4,4,2020-04-21T12:22:02.000,395,BRONX
359072,4/21/2020 12:19,7,7,2020-04-21T12:20:21.000,362,BRONX
359075,4/21/2020 12:19,6,2,2020-04-21T12:24:11.000,645,BRONX
359083,4/21/2020 12:17,4,4,2020-04-21T12:18:05.000,279,BRONX
359091,4/21/2020 12:14,5,5,2020-04-21T12:15:19.000,411,BRONX
359104,4/21/2020 12:12,5,5,2020-04-21T12:13:19.000,324,BRONX
359117,4/21/2020 12:08,5,5,2020-04-21T12:09:08.000,441,BRONX
359120,4/21/2020 12:08,6,6,2020-04-21T12:09:08.000,252,BRONX
359143,4/21/2020 12:00,7,7,2020-04-21T12:00:28.000,332,BRONX
359146,4/21/2020 11:59,4,5,2020-04-21T12:00:08.000,400,BRONX
359147,4/21/2020 11:59,5,5,2020-04-21T11:59:48.000,446,BRONX
359153,4/21/2020 11:57,7,7,2020-04-21T11:59:53.000,829,BRONX
359169,4/21/2020 11:52,4,4,2020-04-21T11:52:29.000,1,BRONX
359170,4/21/2020 11:52,6,6,2020-04-21T11:56:00.000,606,BRONX
359172,4/21/2020 11:51,7,7,2020-04-21T11:53:34.000,777,BRONX
359180,4/21/2020 11:49,6,6,2020-04-21T11:49:30.000,460,BRONX
359182,4/21/2020 11:47,4,4,2020-04-21T11:48:34.000,336,BRONX
359186,4/21/2020 11:47,6,6,2020-04-21T11:47:40.000,612,BRONX
359193,4/21/2020 11:45,6,6,2020-04-21T11:45:02.000,0,BRONX
359194,4/21/2020 11:44,4,4,2020-04-21T11:45:27.000,286,BRONX
359195,4/21/2020 11:44,4,4,2020-04-21T11:44:55.000,1428,BRONX
359202,4/21/2020 11:43,6,6,2020-04-21T11:43:23.000,568,BRONX
359214,4/21/2020 11:37,4,3,2020-04-21T11:37:58.000,482,BRONX
359223,4/21/2020 11:33,6,2,2020-04-21T11:35:20.000,378,BRONX
359238,4/21/2020 11:30,4,2,2020-04-21T11:31:33.000,640,BRONX
359251,4/21/2020 11:27,4,4,2020-04-21T11:28:02.000,277,BRONX
359253,4/21/2020 11:26,4,4,2020-04-21T11:26:42.000,214,BRONX
359286,4/21/2020 11:14,7,7,2020-04-21T11:14:23.000,519,BRONX
359287,4/21/2020 11:14,6,6,2020-04-21T11:16:06.000,444,BRONX
359298,4/21/2020 11:10,7,7,2020-04-21T11:11:19.000,551,BRONX
359303,4/21/2020 11:09,7,7,2020-04-21T11:10:42.000,482,BRONX
359307,4/21/2020 11:08,4,4,2020-04-21T11:09:16.000,264,BRONX
359308,4/21/2020 11:08,6,6,2020-04-21T11:16:58.000,910,BRONX
359309,4/21/2020 11:08,6,6,2020-04-21T11:09:26.000,552,BRONX
359314,4/21/2020 11:06,6,6,2020-04-21T11:08:24.000,400,BRONX
359320,4/21/2020 11:04,6,6,2020-04-21T11:08:23.000,488,BRONX
359322,4/21/2020 11:03,7,7,2020-04-21T11:08:01.000,450,BRONX
359323,4/21/2020 11:03,7,7,2020-04-21T11:09:23.000,1963,BRONX
